,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_model__C,param_model__penalty,param_pca,param_scale,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0,5.1055363814,0.303398688634,0.588537988094,0.599207969977,0.0001,l1,,,"{'model__C': 0.0001, 'model__penalty': 'l1', 'pca': None, 'scale': None}",32,0.587394067797,0.599969729075,0.586272135614,0.601664774877,0.591947934009,0.595989405978,0.0657533956661,0.0195609390374,0.00245422483814,0.00237874767163
1,0.343707640966,0.121333281199,0.533599031379,0.533599031422,0.0001,l1,,"StandardScaler(copy=True, with_mean=True, with_std=True)","{'model__C': 0.0001, 'model__penalty': 'l1', 'pca': None, 'scale': StandardScaler(copy=True, with_mean=True, with_std=True)}",62,0.533595641646,0.533600726502,0.533600726502,0.533598183882,0.533600726502,0.533598183882,0.0225095987107,0.156287192886,2.397084424e-06,1.19860267685e-06
2,3.14085404078,0.0101713339488,0.527065886389,0.501059327748,0.0001,l1,,"RobustScaler(copy=True, quantile_range=(25.0, 75.0), with_centering=True,
       with_scaling=True)","{'model__C': 0.0001, 'model__penalty': 'l1', 'pca': None, 'scale': RobustScaler(copy=True, quantile_range=(25.0, 75.0), with_centering=True,
       with_scaling=True)}",70,0.562273002421,0.497048584834,0.508097472378,0.498827090428,0.510821855608,0.507302307983,1.71768241717,0.00327947424764,0.0249219039478,0.00447376591527
3,3.1777917544,0.0100490252177,0.579684189285,0.590745263182,0.0001,l1,"PCA(copy=True, iterated_power='auto', n_components=20, random_state=None,
  svd_solver='auto', tol=0.0, whiten=False)",,"{'model__C': 0.0001, 'model__penalty': 'l1', 'pca': PCA(copy=True, iterated_power='auto', n_components=20, random_state=None,
  svd_solver='auto', tol=0.0, whiten=False), 'scale': None}",46,0.586713075061,0.595958831542,0.576736794309,0.590087022323,0.57560163463,0.586189935679,0.0308422115344,0.00472988212797,0.00499210478946,0.0040152038028
4,0.587492863337,0.022399743398,0.533599031379,0.533599031422,0.0001,l1,"PCA(copy=True, iterated_power='auto', n_components=20, random_state=None,
  svd_solver='auto', tol=0.0, whiten=False)","StandardScaler(copy=True, with_mean=True, with_std=True)","{'model__C': 0.0001, 'model__penalty': 'l1', 'pca': PCA(copy=True, iterated_power='auto', n_components=20, random_state=None,
  svd_solver='auto', tol=0.0, whiten=False), 'scale': StandardScaler(copy=True, with_mean=True, with_std=True)}",62,0.533595641646,0.533600726502,0.533600726502,0.533598183882,0.533600726502,0.533598183882,0.0394400081641,0.00863758108208,2.397084424e-06,1.19860267685e-06
5,2.04827404022,0.0105845928192,0.492079507618,0.487174343939,0.0001,l1,"PCA(copy=True, iterated_power='auto', n_components=20, random_state=None,
  svd_solver='auto', tol=0.0, whiten=False)","RobustScaler(copy=True, quantile_range=(25.0, 75.0), with_centering=True,
       with_scaling=True)","{'model__C': 0.0001, 'model__penalty': 'l1', 'pca': PCA(copy=True, iterated_power='auto', n_components=20, random_state=None,
  svd_solver='auto', tol=0.0, whiten=False), 'scale': RobustScaler(copy=True, quantile_range=(25.0, 75.0), with_centering=True,
       with_scaling=True)}",71,0.532006658596,0.526865445739,0.466399273498,0.466439651911,0.477826547601,0.468217934166,0.899202428091,0.000300189915898,0.0286176868959,0.0280752351556
6,4.95122162501,0.0118443965912,0.579658964787,0.590707424526,0.0001,l1,"PCA(copy=True, iterated_power='auto', n_components=40, random_state=None,
  svd_solver='auto', tol=0.0, whiten=False)",,"{'model__C': 0.0001, 'model__penalty': 'l1', 'pca': PCA(copy=True, iterated_power='auto', n_components=40, random_state=None,
  svd_solver='auto', tol=0.0, whiten=False), 'scale': None}",47,0.586940072639,0.595845315574,0.576509762373,0.59004918653,0.575525957318,0.586227771472,0.0709824133438,0.00132585531483,0.00516455048426,0.00395383751014
7,0.593121767044,0.0158136685689,0.533599031379,0.533599031422,0.0001,l1,"PCA(copy=True, iterated_power='auto', n_components=40, random_state=None,
  svd_solver='auto', tol=0.0, whiten=False)","StandardScaler(copy=True, with_mean=True, with_std=True)","{'model__C': 0.0001, 'model__penalty': 'l1', 'pca': PCA(copy=True, iterated_power='auto', n_components=40, random_state=None,
  svd_solver='auto', tol=0.0, whiten=False), 'scale': StandardScaler(copy=True, with_mean=True, with_std=True)}",62,0.533595641646,0.533600726502,0.533600726502,0.533598183882,0.533600726502,0.533598183882,0.051686686409,0.000867665545331,2.397084424e-06,1.19860267685e-06
8,2.25763463974,0.0184543927511,0.492079507618,0.487174343939,0.0001,l1,"PCA(copy=True, iterated_power='auto', n_components=40, random_state=None,
  svd_solver='auto', tol=0.0, whiten=False)","RobustScaler(copy=True, quantile_range=(25.0, 75.0), with_centering=True,
       with_scaling=True)","{'model__C': 0.0001, 'model__penalty': 'l1', 'pca': PCA(copy=True, iterated_power='auto', n_components=40, random_state=None,
  svd_solver='auto', tol=0.0, whiten=False), 'scale': RobustScaler(copy=True, quantile_range=(25.0, 75.0), with_centering=True,
       with_scaling=True)}",71,0.532006658596,0.526865445739,0.466399273498,0.466439651911,0.477826547601,0.468217934166,1.49280426722,0.00548252240512,0.0286176868959,0.0280752351556
9,4.39252503713,0.00213201840719,0.587856926647,0.600860135786,0.0001,l2,,,"{'model__C': 0.0001, 'model__penalty': 'l2', 'pca': None, 'scale': None}",35,0.58330811138,0.600083245043,0.583169365824,0.603934922437,0.597093991221,0.598562239879,0.0301484344209,6.05365174933e-05,0.00653158948241,0.00226113524385
10,1.44020803769,0.00948166847229,0.638129351226,0.644839371398,0.0001,l2,,"StandardScaler(copy=True, with_mean=True, with_std=True)","{'model__C': 0.0001, 'model__penalty': 'l2', 'pca': None, 'scale': StandardScaler(copy=True, with_mean=True, with_std=True)}",2,0.602148910412,0.656879067656,0.647873467534,0.641089670829,0.664371121538,0.636549375709,0.587532469732,0.00103998481179,0.0263202173492,0.00871279841861
11,2.80493005117,0.00836626688639,0.532514377964,0.50535999809,0.0001,l2,,"RobustScaler(copy=True, quantile_range=(25.0, 75.0), with_centering=True,
       with_scaling=True)","{'model__C': 0.0001, 'model__penalty': 'l2', 'pca': None, 'scale': RobustScaler(copy=True, quantile_range=(25.0, 75.0), with_centering=True,
       with_scaling=True)}",67,0.562273002421,0.497124262146,0.50817314969,0.499091940976,0.527092477675,0.519863791146,1.33327851622,0.000120370664759,0.0224167058627,0.0102871424529
12,2.74651964506,0.00640106201172,0.573024921804,0.5867219866,0.0001,l2,"PCA(copy=True, iterated_power='auto', n_components=20, random_state=None,
  svd_solver='auto', tol=0.0, whiten=False)",,"{'model__C': 0.0001, 'model__penalty': 'l2', 'pca': PCA(copy=True, iterated_power='auto', n_components=20, random_state=None,
  svd_solver='auto', tol=0.0, whiten=False), 'scale': None}",51,0.584064769976,0.593158771,0.566596034509,0.584108967083,0.568412289995,0.582898221718,0.0316319796244,0.000540306615623,0.00784207350393,0.00457825448141
13,0.99441075325,0.0260195732117,0.629300776915,0.635745942073,0.0001,l2,"PCA(copy=True, iterated_power='auto', n_components=20, random_state=None,
  svd_solver='auto', tol=0.0, whiten=False)","StandardScaler(copy=True, with_mean=True, with_std=True)","{'model__C': 0.0001, 'model__penalty': 'l2', 'pca': PCA(copy=True, iterated_power='auto', n_components=20, random_state=None,
  svd_solver='auto', tol=0.0, whiten=False), 'scale': StandardScaler(copy=True, with_mean=True, with_std=True)}",14,0.595111985472,0.647873467534,0.636597548055,0.631403707908,0.656197971848,0.627960650776,0.148374576523,0.00748662374816,0.0254666721933,0.00868989129102
14,2.01578275363,0.0122936566671,0.492079507618,0.487174343939,0.0001,l2,"PCA(copy=True, iterated_power='auto', n_components=20, random_state=None,
  svd_solver='auto', tol=0.0, whiten=False)","RobustScaler(copy=True, quantile_range=(25.0, 75.0), with_centering=True,
       with_scaling=True)","{'model__C': 0.0001, 'model__penalty': 'l2', 'pca': PCA(copy=True, iterated_power='auto', n_components=20, random_state=None,
  svd_solver='auto', tol=0.0, whiten=False), 'scale': RobustScaler(copy=True, quantile_range=(25.0, 75.0), with_centering=True,
       with_scaling=True)}",71,0.532006658596,0.526865445739,0.466399273498,0.466439651911,0.477826547601,0.468217934166,0.838956489081,0.00074841543542,0.0286176868959,0.0280752351556
15,4.03880135218,0.00832494099935,0.572924023812,0.586633703084,0.0001,l2,"PCA(copy=True, iterated_power='auto', n_components=40, random_state=None,
  svd_solver='auto', tol=0.0, whiten=False)",,"{'model__C': 0.0001, 'model__penalty': 'l2', 'pca': PCA(copy=True, iterated_power='auto', n_components=40, random_state=None,
  svd_solver='auto', tol=0.0, whiten=False), 'scale': None}",57,0.583837772397,0.593158771,0.566520357197,0.58391978812,0.568412289995,0.582822550132,0.0365878397192,0.00119875091808,0.00775632040321,0.0046356133204
16,1.36019094785,0.0184129873912,0.636767228332,0.643464661387,0.0001,l2,"PCA(copy=True, iterated_power='auto', n_components=40, random_state=None,
  svd_solver='auto', tol=0.0, whiten=False)","StandardScaler(copy=True, with_mean=True, with_std=True)","{'model__C': 0.0001, 'model__penalty': 'l2', 'pca': PCA(copy=True, iterated_power='auto', n_components=40, random_state=None,
  svd_solver='auto', tol=0.0, whiten=False), 'scale': StandardScaler(copy=True, with_mean=True, with_std=True)}",3,0.600786924939,0.656500681096,0.646435598608,0.639614074915,0.663084607235,0.63427922815,0.283026569903,0.00543167638788,0.0263360020506,0.00947165965362
17,2.70941940943,0.0196192264557,0.492079507618,0.487174343939,0.0001,l2,"PCA(copy=True, iterated_power='auto', n_components=40, random_state=None,
  svd_solver='auto', tol=0.0, whiten=False)","RobustScaler(copy=True, quantile_range=(25.0, 75.0), with_centering=True,
       with_scaling=True)","{'model__C': 0.0001, 'model__penalty': 'l2', 'pca': PCA(copy=True, iterated_power='auto', n_components=40, random_state=None,
  svd_solver='auto', tol=0.0, whiten=False), 'scale': RobustScaler(copy=True, quantile_range=(25.0, 75.0), with_centering=True,
       with_scaling=True)}",71,0.532006658596,0.526865445739,0.466399273498,0.466439651911,0.477826547601,0.468217934166,0.797633918031,0.00955908798292,0.0286176868959,0.0280752351556
18,5.65402237574,0.00217056274414,0.588613661588,0.599409765643,0.01,l1,,,"{'model__C': 0.01, 'model__penalty': 'l1', 'pca': None, 'scale': None}",29,0.587621065375,0.600158922355,0.586423490238,0.60185395384,0.591796579386,0.596216420734,0.0813777248245,0.000108238358792,0.00230307112404,0.00236169031494
19,4.40760572751,0.00871022542318,0.644687720714,0.652898602347,0.01,l1,,"StandardScaler(copy=True, with_mean=True, with_std=True)","{'model__C': 0.01, 'model__penalty': 'l1', 'pca': None, 'scale': StandardScaler(copy=True, with_mean=True, with_std=True)}",1,0.60767251816,0.665090056001,0.657787195399,0.648543321983,0.668609051007,0.645062429058,0.945245231824,0.000626870753941,0.0265458861703,0.00873700217604
20,4.2730533282,0.0129826863607,0.535793562708,0.507831935589,0.01,l1,,"RobustScaler(copy=True, quantile_range=(25.0, 75.0), with_centering=True,
       with_scaling=True)","{'model__C': 0.01, 'model__penalty': 'l1', 'pca': None, 'scale': RobustScaler(copy=True, quantile_range=(25.0, 75.0), with_centering=True,
       with_scaling=True)}",61,0.562273002421,0.49708642349,0.508248827002,0.499091940976,0.536854850916,0.5273174423,3.51098745253,0.00675305116018,0.022068317697,0.013802638732
21,5.04509695371,0.0185207525889,0.580340026233,0.590820934767,0.01,l1,"PCA(copy=True, iterated_power='auto', n_components=20, random_state=None,
  svd_solver='auto', tol=0.0, whiten=False)",,"{'model__C': 0.01, 'model__penalty': 'l1', 'pca': PCA(copy=True, iterated_power='auto', n_components=20, random_state=None,
  svd_solver='auto', tol=0.0, whiten=False), 'scale': None}",44,0.587242736077,0.595958831542,0.577644922052,0.590200529701,0.576131375814,0.586303443057,0.685235028392,0.00929754588611,0.0049202735558,0.00396613233382
22,3.98092873891,0.0258610248566,0.624861265261,0.639857528894,0.01,l1,"PCA(copy=True, iterated_power='auto', n_components=20, random_state=None,
  svd_solver='auto', tol=0.0, whiten=False)","StandardScaler(copy=True, with_mean=True, with_std=True)","{'model__C': 0.01, 'model__penalty': 'l1', 'pca': PCA(copy=True, iterated_power='auto', n_components=20, random_state=None,
  svd_solver='auto', tol=0.0, whiten=False), 'scale': StandardScaler(copy=True, with_mean=True, with_std=True)}",20,0.583989104116,0.651733010443,0.640078704404,0.63484676504,0.650522173452,0.632992811199,1.27326113574,0.00788377732649,0.0292159195825,0.00843127442841
23,5.23826670647,0.0174306233724,0.492079507618,0.487174343939,0.01,l1,"PCA(copy=True, iterated_power='auto', n_components=20, random_state=None,
  svd_solver='auto', tol=0.0, whiten=False)","RobustScaler(copy=True, quantile_range=(25.0, 75.0), with_centering=True,
       with_scaling=True)","{'model__C': 0.01, 'model__penalty': 'l1', 'pca': PCA(copy=True, iterated_power='auto', n_components=20, random_state=None,
  svd_solver='auto', tol=0.0, whiten=False), 'scale': RobustScaler(copy=True, quantile_range=(25.0, 75.0), with_centering=True,
       with_scaling=True)}",71,0.532006658596,0.526865445739,0.466399273498,0.466439651911,0.477826547601,0.468217934166,2.11779886252,0.00528557926691,0.0286176868959,0.0280752351556
24,8.64171306292,0.0158626238505,0.58039047523,0.590846155765,0.01,l1,"PCA(copy=True, iterated_power='auto', n_components=40, random_state=None,
  svd_solver='auto', tol=0.0, whiten=False)",,"{'model__C': 0.01, 'model__penalty': 'l1', 'pca': PCA(copy=True, iterated_power='auto', n_components=40, random_state=None,
  svd_solver='auto', tol=0.0, whiten=False), 'scale': None}",38,0.587394067797,0.595845315574,0.577644922052,0.590200529701,0.576131375814,0.58649262202,0.15565531534,0.00467053210279,0.00499105708838,0.00384541666053
25,6.04713265101,0.0284693241119,0.625113510241,0.648509557818,0.01,l1,"PCA(copy=True, iterated_power='auto', n_components=40, random_state=None,
  svd_solver='auto', tol=0.0, whiten=False)","StandardScaler(copy=True, with_mean=True, with_std=True)","{'model__C': 0.01, 'model__penalty': 'l1', 'pca': PCA(copy=True, iterated_power='auto', n_components=40, random_state=None,
  svd_solver='auto', tol=0.0, whiten=False), 'scale': StandardScaler(copy=True, with_mean=True, with_std=True)}",19,0.562802663438,0.661419706372,0.650749205388,0.644003026863,0.661798092932,0.640105940219,4.10085512549,0.0160079660905,0.0442940169256,0.00926645465599
26,8.03302137057,0.037876367569,0.492079507618,0.487174343939,0.01,l1,"PCA(copy=True, iterated_power='auto', n_components=40, random_state=None,
  svd_solver='auto', tol=0.0, whiten=False)","RobustScaler(copy=True, quantile_range=(25.0, 75.0), with_centering=True,
       with_scaling=True)","{'model__C': 0.01, 'model__penalty': 'l1', 'pca': PCA(copy=True, iterated_power='auto', n_components=40, random_state=None,
  svd_solver='auto', tol=0.0, whiten=False), 'scale': RobustScaler(copy=True, quantile_range=(25.0, 75.0), with_centering=True,
       with_scaling=True)}",71,0.532006658596,0.526865445739,0.466399273498,0.466439651911,0.477826547601,0.468217934166,6.53443297082,0.0167653168009,0.0286176868959,0.0280752351556
27,13.7767465909,0.0142332712809,0.587806477651,0.600897974442,0.01,l2,,,"{'model__C': 0.01, 'model__penalty': 'l2', 'pca': None, 'scale': None}",36,0.58338377724,0.600196761011,0.582942333888,0.603934922437,0.597093991221,0.598562239879,1.43366713378,0.00179800809562,0.00656948780711,0.00224873366935
28,6.95127264659,0.0116453170776,0.627812531531,0.654500327114,0.01,l2,,"StandardScaler(copy=True, with_mean=True, with_std=True)","{'model__C': 0.01, 'model__penalty': 'l2', 'pca': None, 'scale': StandardScaler(copy=True, with_mean=True, with_std=True)}",15,0.559246368039,0.665468442561,0.6558952626,0.65020809686,0.668306341759,0.647824441922,0.126424446329,0.00152358935116,0.0487512703116,0.00781644079509
29,3.62281394005,0.00947403907776,0.532539602462,0.50535999809,0.01,l2,,"RobustScaler(copy=True, quantile_range=(25.0, 75.0), with_centering=True,
       with_scaling=True)","{'model__C': 0.01, 'model__penalty': 'l2', 'pca': None, 'scale': RobustScaler(copy=True, quantile_range=(25.0, 75.0), with_centering=True,
       with_scaling=True)}",65,0.562273002421,0.497124262146,0.508248827002,0.499091940976,0.527092477675,0.519863791146,2.13486209059,0.000477188616611,0.0223893274542,0.0102871424529
30,4.2532787323,0.0136962731679,0.57294924831,0.586608475405,0.01,l2,"PCA(copy=True, iterated_power='auto', n_components=20, random_state=None,
  svd_solver='auto', tol=0.0, whiten=False)",,"{'model__C': 0.01, 'model__penalty': 'l2', 'pca': PCA(copy=True, iterated_power='auto', n_components=20, random_state=None,
  svd_solver='auto', tol=0.0, whiten=False), 'scale': None}",56,0.583913438257,0.593007416377,0.566444679885,0.583957623912,0.568487967307,0.582860385925,0.116851101752,0.00460412476575,0.00779818120906,0.00454685363535
31,1.8491247495,0.0144286950429,0.631167389769,0.640753000803,0.01,l2,"PCA(copy=True, iterated_power='auto', n_components=20, random_state=None,
  svd_solver='auto', tol=0.0, whiten=False)","StandardScaler(copy=True, with_mean=True, with_std=True)","{'model__C': 0.01, 'model__penalty': 'l2', 'pca': PCA(copy=True, iterated_power='auto', n_components=20, random_state=None,
  svd_solver='auto', tol=0.0, whiten=False), 'scale': StandardScaler(copy=True, with_mean=True, with_std=True)}",6,0.601770581114,0.652716815499,0.641213864084,0.636738554673,0.650522173452,0.632803632236,0.730583708633,0.00127233881101,0.0211327144452,0.00861086717311
32,2.34413862228,0.013480981191,0.492079507618,0.487174343939,0.01,l2,"PCA(copy=True, iterated_power='auto', n_components=20, random_state=None,
  svd_solver='auto', tol=0.0, whiten=False)","RobustScaler(copy=True, quantile_range=(25.0, 75.0), with_centering=True,
       with_scaling=True)","{'model__C': 0.01, 'model__penalty': 'l2', 'pca': PCA(copy=True, iterated_power='auto', n_components=20, random_state=None,
  svd_solver='auto', tol=0.0, whiten=False), 'scale': RobustScaler(copy=True, quantile_range=(25.0, 75.0), with_centering=True,
       with_scaling=True)}",71,0.532006658596,0.526865445739,0.466399273498,0.466439651911,0.477826547601,0.468217934166,0.686820910579,0.00348128451962,0.0286176868959,0.0280752351556
33,4.44814427694,0.0079464117686,0.573050146302,0.586646311197,0.01,l2,"PCA(copy=True, iterated_power='auto', n_components=40, random_state=None,
  svd_solver='auto', tol=0.0, whiten=False)",,"{'model__C': 0.01, 'model__penalty': 'l2', 'pca': PCA(copy=True, iterated_power='auto', n_components=40, random_state=None,
  svd_solver='auto', tol=0.0, whiten=False), 'scale': None}",49,0.583989104116,0.593007416377,0.566671711821,0.584146802876,0.568487967307,0.58278471434,0.164422651359,0.000898235583189,0.00777105039442,0.00453222282633
34,3.46370498339,0.0169490178426,0.61782363031,0.649051891844,0.01,l2,"PCA(copy=True, iterated_power='auto', n_components=40, random_state=None,
  svd_solver='auto', tol=0.0, whiten=False)","StandardScaler(copy=True, with_mean=True, with_std=True)","{'model__C': 0.01, 'model__penalty': 'l2', 'pca': PCA(copy=True, iterated_power='auto', n_components=40, random_state=None,
  svd_solver='auto', tol=0.0, whiten=False), 'scale': StandardScaler(copy=True, with_mean=True, with_std=True)}",21,0.543129539952,0.662252156803,0.650673528076,0.644116534241,0.659679128197,0.640786984487,1.3795535971,0.00504727303999,0.0529484835505,0.00943245184241
35,2.77173829079,0.0139640172323,0.492079507618,0.487174343939,0.01,l2,"PCA(copy=True, iterated_power='auto', n_components=40, random_state=None,
  svd_solver='auto', tol=0.0, whiten=False)","RobustScaler(copy=True, quantile_range=(25.0, 75.0), with_centering=True,
       with_scaling=True)","{'model__C': 0.01, 'model__penalty': 'l2', 'pca': PCA(copy=True, iterated_power='auto', n_components=40, random_state=None,
  svd_solver='auto', tol=0.0, whiten=False), 'scale': RobustScaler(copy=True, quantile_range=(25.0, 75.0), with_centering=True,
       with_scaling=True)}",71,0.532006658596,0.526865445739,0.466399273498,0.466439651911,0.477826547601,0.468217934166,0.845448141178,0.0017509996789,0.0286176868959,0.0280752351556
36,6.30932831764,0.00212033589681,0.588664110584,0.599157523208,1.0,l1,,,"{'model__C': 1.0, 'model__penalty': 'l1', 'pca': None, 'scale': None}",28,0.587696731235,0.600007567731,0.586423490238,0.601891789633,0.591872256697,0.595573212259,0.0194096317778,6.27019206561e-05,0.00232721047216,0.00264865208202
37,6.61018466949,0.0103359222412,0.630789022298,0.655875070531,1.0,l1,,"StandardScaler(copy=True, with_mean=True, with_std=True)","{'model__C': 1.0, 'model__penalty': 'l1', 'pca': None, 'scale': StandardScaler(copy=True, with_mean=True, with_std=True)}",11,0.56772094431,0.66717118208,0.657333131527,0.651759364359,0.667322536703,0.648694665153,0.20568809875,0.00264281154313,0.0447852963995,0.00808495299522
38,3.57700490952,0.009250720342,0.536323277167,0.50841208441,1.0,l1,,"RobustScaler(copy=True, quantile_range=(25.0, 75.0), with_centering=True,
       with_scaling=True)","{'model__C': 1.0, 'model__penalty': 'l1', 'pca': None, 'scale': RobustScaler(copy=True, quantile_range=(25.0, 75.0), with_centering=True,
       with_scaling=True)}",59,0.562273002421,0.49708642349,0.508248827002,0.499091940976,0.538444074466,0.529057888763,2.58329567355,0.000741809881069,0.0221064751301,0.0146217293354
39,3.95530033112,0.00988936424255,0.58039047523,0.590909216374,1.0,l1,"PCA(copy=True, iterated_power='auto', n_components=20, random_state=None,
  svd_solver='auto', tol=0.0, whiten=False)",,"{'model__C': 1.0, 'model__penalty': 'l1', 'pca': PCA(copy=True, iterated_power='auto', n_components=20, random_state=None,
  svd_solver='auto', tol=0.0, whiten=False), 'scale': None}",42,0.587242736077,0.59588315423,0.577720599364,0.590314037079,0.576207053125,0.586530457813,0.100757871177,0.00566510092194,0.00488488250815,0.00384134623653
40,1.43313201269,0.0144102573395,0.631016042781,0.640034106425,1.0,l1,"PCA(copy=True, iterated_power='auto', n_components=20, random_state=None,
  svd_solver='auto', tol=0.0, whiten=False)","StandardScaler(copy=True, with_mean=True, with_std=True)","{'model__C': 1.0, 'model__penalty': 'l1', 'pca': PCA(copy=True, iterated_power='auto', n_components=20, random_state=None,
  svd_solver='auto', tol=0.0, whiten=False), 'scale': StandardScaler(copy=True, with_mean=True, with_std=True)}",7,0.600862590799,0.652149235659,0.641970637203,0.635679152478,0.650219464205,0.632273931139,0.468561722918,0.00141947711894,0.0215875911974,0.00867875376442
41,2.30995726585,0.0191083749135,0.492079507618,0.487174343939,1.0,l1,"PCA(copy=True, iterated_power='auto', n_components=20, random_state=None,
  svd_solver='auto', tol=0.0, whiten=False)","RobustScaler(copy=True, quantile_range=(25.0, 75.0), with_centering=True,
       with_scaling=True)","{'model__C': 1.0, 'model__penalty': 'l1', 'pca': PCA(copy=True, iterated_power='auto', n_components=20, random_state=None,
  svd_solver='auto', tol=0.0, whiten=False), 'scale': RobustScaler(copy=True, quantile_range=(25.0, 75.0), with_centering=True,
       with_scaling=True)}",71,0.532006658596,0.526865445739,0.466399273498,0.466439651911,0.477826547601,0.468217934166,1.20706153583,0.0102937873926,0.0286176868959,0.0280752351556
42,5.76760109266,0.00742355982463,0.580365250732,0.590896605398,1.0,l1,"PCA(copy=True, iterated_power='auto', n_components=40, random_state=None,
  svd_solver='auto', tol=0.0, whiten=False)",,"{'model__C': 1.0, 'model__penalty': 'l1', 'pca': PCA(copy=True, iterated_power='auto', n_components=40, random_state=None,
  svd_solver='auto', tol=0.0, whiten=False), 'scale': None}",43,0.587242736077,0.595920992886,0.57756924474,0.590314037079,0.576282730437,0.586454786228,0.0189695807144,0.00145600607164,0.00489176053409,0.00388645566981
43,4.20320264498,0.0144757429759,0.617369589345,0.648812264203,1.0,l1,"PCA(copy=True, iterated_power='auto', n_components=40, random_state=None,
  svd_solver='auto', tol=0.0, whiten=False)","StandardScaler(copy=True, with_mean=True, with_std=True)","{'model__C': 1.0, 'model__penalty': 'l1', 'pca': PCA(copy=True, iterated_power='auto', n_components=40, random_state=None,
  svd_solver='auto', tol=0.0, whiten=False), 'scale': StandardScaler(copy=True, with_mean=True, with_std=True)}",25,0.542675544794,0.662214318147,0.650068109581,0.643662504729,0.65937641895,0.640559969731,1.88406536221,0.000598564244908,0.0529571752136,0.00956095247366
